epoch,epoch_duration,dis_loss_real,dis_loss_fake,dis_loss_total,gan_loss_bce,gan_loss_mae,gan_loss_total,val_gan_loss_bce,val_gan_loss_mae,val_gan_loss_total
1,161.89612436294556,0.25193707298404683,0.20219822580939717,0.454135298793444,1.9267906072365977,0.12341846805745668,14.26863741135075,1.5739615111185987,0.09732133781160814,11.30609528136818
2,147.28142476081848,0.2028984169467841,0.1632932590415878,0.3661916759883719,2.3976500597204606,0.10550824874998445,12.948474941897567,0.9178746676510149,0.0876757618928759,9.685450866574147
3,147.8590579032898,0.2276279152906773,0.18361623691952358,0.4112441522102009,2.3014093798986317,0.09955844068627832,12.257253464121018,1.143363570797856,0.08332730280082734,9.476093825529617
4,146.3907926082611,0.22774893169269592,0.1823334715543247,0.4100824032470206,2.30698196421357,0.09503878214580082,11.810860188338008,0.6654319001025841,0.08266983879475645,8.932415785902402
5,147.09094190597534,0.2122048159141229,0.17127771453972715,0.38348253045385006,2.4448874882102882,0.09261194229921339,11.706081702326337,0.5610320588441494,0.08155274408138298,8.716306455365514
6,146.42839574813843,0.21252385478097688,0.17412517788453727,0.38664903266551415,2.5773994203684105,0.09083214176506021,11.660613580776827,0.7301912708903489,0.08187694611445151,8.917885873269947
7,146.16269946098328,0.19979857390682176,0.16594638514148077,0.3657449590483025,2.8347602415911473,0.08946744295136227,11.781504522709952,1.7943497036324172,0.0824729622373924,10.041645939450012
8,146.75448489189148,0.18664771271370148,0.15100023232742016,0.3376479450411216,3.025894842443675,0.08775008066360207,11.800902900904635,0.3784468037726015,0.08066029689921056,8.444476472441181
9,146.50036430358887,0.17286105103615357,0.14379647127269804,0.3166575223088516,3.229703468019075,0.08705295918485571,11.934999354564361,1.5745632581697786,0.0780962755248792,9.384190796937231
10,145.98011350631714,0.16183847550727845,0.137344538849152,0.29918301435643047,3.387470641275392,0.08584075818776432,11.971546469813715,1.587721346940282,0.07997118099804676,9.584839425668907
11,146.4968776702881,0.1565510259406856,0.13020891942242951,0.2867599453631151,3.4478402246523947,0.08589473178263508,12.037313400828925,1.4803427780260805,0.08218765610622035,9.699108419088283
12,146.44851970672607,0.15538244692174472,0.12921833911258526,0.28460078603433,3.6014700294846165,0.08501213009598373,12.102683050789102,1.6910752569391427,0.08005106985867566,9.696182239685337
13,146.48997831344604,0.15087129148589717,0.1270959532014978,0.277967244687395,3.658322686370272,0.08347315986022136,12.005638664656312,5.533601617986822,0.07622653376548559,13.156255008961551
14,146.59518218040466,0.14049010023119596,0.1275226757805378,0.2680127760117338,3.777213245739032,0.08359581499741188,12.136794732434906,0.7288438819742377,0.07921705327127367,8.650549222862786
15,146.3281648159027,0.129014351770236,0.11099824443899839,0.2400125962092344,3.9901329139723396,0.08306360342386893,12.296493255308945,1.205731690866374,0.08164958674155298,9.370690365740945
16,146.8087706565857,0.13463535932016513,0.11391817197635892,0.24855353129652405,4.070053416773351,0.08298249647232031,12.368303028771477,2.1904208004366073,0.08095595276556597,10.286016094228609
17,147.18647646903992,0.12549908073847704,0.10761538628124265,0.2331144670197197,4.202948412212142,0.08306259081705752,12.509207481885479,1.2197432317626824,0.07686906550181367,8.906649774540968
18,146.10593152046204,0.11732630811361035,0.10564453182199024,0.22297083993560057,4.3730792451078875,0.08262493171266885,12.63557243347168,1.4712557624109457,0.08248408475317373,9.719664242749657
19,145.8980176448822,0.11401550596064451,0.10005188263241414,0.21406738859305866,4.434730149751162,0.08231810681661252,12.666540833285255,2.294540827283008,0.0756888871296616,9.863429549830425
20,145.96230697631836,0.10756373566876999,0.09426386948295798,0.20182760515172798,4.661361057338488,0.08218013292797127,12.879374340067814,1.197909821632347,0.08293719248394932,9.49162906375739
21,146.26028871536255,0.12640514213178017,0.10480524717113307,0.23121038930291324,4.3993012304723695,0.08042037613982213,12.441338841279928,1.5759324119824965,0.07773549664758811,9.349482089878215
22,146.95077538490295,0.10146241016693527,0.08931943379165384,0.1907818439585891,4.791091689663212,0.08157923007230988,12.94901467457305,6.3363401935128785,0.07515996160199408,13.852336376742587
23,145.81085348129272,0.1002386709251847,0.09059345361808888,0.19083212454327358,4.8489676638893835,0.08141148659862904,12.990116338225176,3.357186059265623,0.07700210295699007,11.0573963224345
24,146.72142672538757,0.1021804709911947,0.09272698723590529,0.19490745822709998,4.827472564621563,0.07902086893501045,12.729559436549236,2.888686169040659,0.07391729485413198,10.280415662650853
25,145.6857762336731,0.1142761096480865,0.09695804002111415,0.21123414966920065,4.758309801782135,0.07942818477155002,12.701128265283403,2.9120213711848026,0.08004504010312001,10.916525346551003
