epoch,epoch_duration,dis_loss_real,dis_loss_fake,dis_loss_total,gan_loss_bce,gan_loss_mae,gan_loss_total,val_gan_loss_bce,val_gan_loss_mae,val_gan_loss_total
1,70.85912442207336,0.2284180364051067,0.23582464086768382,0.4642426772727905,2.948094019995016,0.25671798483852076,28.61989231670604,1.082099602502935,0.10361187773592331,11.443287372589111
2,56.61816596984863,0.20855704586788573,0.20527776337557418,0.41383480924345994,3.1852130698149694,0.11070936721037417,14.256149824927835,1.7050964762182796,0.10421243266147726,12.126339744119083
3,55.381646156311035,0.3016239517532727,0.29374876645777154,0.5953727182110442,1.6521953090148813,0.1051249513950418,12.164690382340375,0.42550284459310417,0.10469491560669507,10.894994427176083
4,56.09397602081299,0.28472343865124616,0.2816072728704004,0.5663307115216465,1.5987259517697727,0.09686369164025083,11.28509508862215,0.5905981730012333,0.10777007372063749,11.367605630089255
5,56.020498514175415,0.2514855410794125,0.24056362755158367,0.4920491686309962,2.0980236197219178,0.09880657559808563,11.978681073469275,1.2708785288474138,0.11722528430468895,12.99340705310597
6,55.54743695259094,0.22331319201518507,0.22582698657232173,0.44914017858750677,2.471252010149114,0.10167342457262908,12.638594473109526,2.0623189701753506,0.1088792140431264,12.95024030348834
7,56.59954071044922,0.21439302764723406,0.2068522138082806,0.4212452414555147,2.6616369713755215,0.10440973510198734,13.10261051795062,0.6088899882400737,0.10556480770601946,11.165370744817396
8,57.04174208641052,0.23109202985377872,0.20238785155336647,0.4334798814071452,2.6159160400138184,0.10199077569824808,12.814993619918823,1.5452926754951477,0.10359291031080134,11.90458370657528
9,56.5086989402771,0.18756753028206088,0.18460999900365577,0.3721775292857167,2.67351374205421,0.10388725316699814,13.062239057877484,1.3531783608829273,0.11124233835760285,12.47741205552045
10,55.39937353134155,0.1941051259636879,0.1928838217521415,0.38698894771582937,2.7434197822037865,0.10457365324392039,13.200785061892342,0.1541009339339593,0.09222408910008038,9.376509862787584
11,55.3584189414978,0.1412586026605876,0.13934212217710035,0.28060072483768794,2.977764904499054,0.0993552354767042,12.913288410972147,2.051920771598816,0.10176213633488207,12.228134379667395
12,54.18987727165222,0.15084562725250555,0.14227982874795356,0.29312545600045914,3.2481750127147224,0.1013416669824544,13.38234166538014,0.15822958968141498,0.09831315257093486,9.989544840419994
13,54.23939871788025,0.10346068025511854,0.11009289096931324,0.21355357122443178,3.316129786126754,0.1012493563706384,13.44106540960424,0.6845100206487319,0.1012665743336958,10.811167492586023
14,55.99833297729492,0.14129051892086864,0.1270667490316555,0.2683572679525241,3.3902719301335953,0.0977131804341779,13.161589987137738,0.8128549351411707,0.10010011954342618,10.82286688860725
15,54.90121126174927,0.14100348056458376,0.14798791810651035,0.28899139867109414,3.2412624218884636,0.09434255924733247,12.675518302356496,0.8019842014593237,0.08942788510638125,9.74477268667782
16,54.65523910522461,0.16865554356071003,0.15299237472251714,0.32164791828322714,3.2226053371148953,0.09297777953393319,12.520383315927843,0.8064856406520394,0.09744645282626152,10.551131052129408
17,55.14213442802429,0.11632849238059648,0.11919939006774631,0.23552788244834277,3.4765965026967667,0.09200845308163587,12.677441723206464,2.3332936132655426,0.09262738070067238,11.596031693851247
18,55.01354622840881,0.1988267650389496,0.21196183851262665,0.41078860355157626,3.0298789897385765,0.09320410351981134,12.350289428935332,1.7261565187398125,0.08919603772023145,10.64576031179989
19,54.585355043411255,0.1590517188066288,0.15914604660835774,0.31819776541498657,3.1395987430039574,0.09221906718962333,12.361505564521341,1.8591615978409262,0.09293558821082115,11.15272045135498
20,54.49491500854492,0.14912409309352584,0.157815119909013,0.30693921300253885,3.1394495683557846,0.08945608708788366,12.085058324477252,1.9053421721738928,0.0943097426172565,11.336316417245303
21,54.88828444480896,0.17242647123331314,0.1681637620443807,0.34059023327769383,3.351212219280355,0.09118116636048346,12.46932882421157,2.0744014732977925,0.08940879387014053,11.01528091991649
22,54.292229890823364,0.1390461254495141,0.13817510025247054,0.27722122570198465,3.4536586473969852,0.08805164344170514,12.258822931962854,1.1891414943863363,0.10159581154584885,11.348722598131966
23,55.00302052497864,0.1729205603341517,0.1725539428743479,0.3454745032084996,3.2526119386448578,0.09042814209618989,12.295426116270178,5.861961112302892,0.09097388824995827,14.959349996903363
24,56.157031774520874,0.2200594222967458,0.20465961135307545,0.4247190336498212,3.1465528730083916,0.08810654216829468,11.957207062665153,0.08926245088086408,0.0918060418437509,9.269866522620706
25,58.818366289138794,0.11290046669327079,0.12156061448074658,0.23446108117401737,3.7631079414311577,0.08793423960314077,12.556531821980196,0.6192043458714205,0.08823539207086843,9.442743567859425
26,58.360066413879395,0.15127264817847924,0.14342643048011644,0.2946990786585957,3.100739077610128,0.08754852666136097,11.85559173191295,1.030475593665067,0.08663849028594353,9.694324549506693
27,58.0245144367218,0.19787070851581282,0.20988178325762205,0.40775249177343487,3.2015558603931877,0.08626800479696077,11.828356251997107,2.618867137852837,0.08623671224888634,11.242538368000703
28,59.493560552597046,0.1312593124800033,0.13113237050813897,0.2623916829881423,3.749169609125923,0.08630173861542169,12.379343467600206,0.31172069731880636,0.08521021069849238,8.832741765414967
29,59.38998889923096,0.06122002754701123,0.07061204657143474,0.13183207411844597,5.571243194972768,0.08448822369032047,14.020065574085011,1.6687443992670845,0.08908221585785642,10.576965893016142
30,56.76625609397888,0.17654067131704376,0.1740853903157746,0.3506260616328184,2.99713392292752,0.0854138139197055,11.538515287287096,0.9471239833270803,0.08919668175718364,9.86679214589736
31,54.87147879600525,0.16326621008064487,0.14563349138103043,0.30889970146167534,3.5883669011733113,0.08556612548144425,12.144979434854845,3.0330727801603428,0.0877017034765552,11.803243076100069
32,54.1418662071228,0.12760013044702218,0.12285916711998117,0.25045929756700336,3.4452761902528652,0.08747457953936913,12.19273414331324,1.885079233085408,0.09263922931516871,11.14900224349078
33,54.20918655395508,0.13164723222828745,0.13386408040327402,0.26551131263156147,3.0864149893031403,0.08558167659622781,11.644582636216107,1.3191321387010462,0.09318823980934479,10.637956058277803
34,54.44524669647217,0.11698021680229645,0.08983041655600947,0.2068106333583059,4.047884523868561,0.08871199924717932,12.919084352605482,12.71199369430542,0.08695826241198708,21.407819916220273
